Date,Open,Close,High,Low,Volume,MA7,MA30
2011-02-18 00:00:00,56.08725399525246,56.559549792390754,55.33622448892858,56.2343635559082,2719686.0,54.54094478062221,51.99323018391927
2011-02-22 00:00:00,55.46010078032832,55.769805295356996,53.532198612432985,53.73350524902344,3365418.0,55.36608287266323,52.08949635823568
2011-02-23 00:00:00,53.617367075912,53.91158618278834,51.68172403686797,52.21596145629883,3212964.0,55.45125198364258,52.11478881835937
2011-02-24 00:00:00,52.20047834338185,53.346380289529776,51.83657672387509,52.83536911010742,2275635.0,55.18911034720285,52.05542907714844
2011-02-25 00:00:00,53.199262896887426,55.483325601408524,53.15280666758337,54.918113708496094,3098435.0,54.68805585588728,52.06213938395182
2011-02-28 00:00:00,54.90263500099095,55.258792026912,53.57090823373911,54.32194137573242,2489121.0,54.58076531546457,52.13543574015299
2011-03-01 00:00:00,54.52324769853709,54.97231718561074,52.59534190623705,53.114097595214844,3163109.0,54.33079038347517,52.19969914754232
2011-03-02 00:00:00,53.02892746627535,54.55421252090173,52.96698582677371,54.12063217163086,2255919.0,53.91047886439732,52.213893763224284
2011-03-03 00:00:00,54.569704303087896,55.21233586249982,54.21354356765152,54.58518600463867,2390290.0,53.60851723807199,52.26576906840007
2011-03-04 00:00:00,54.53099181058323,55.74657620957932,54.3606559936978,55.65366744995117,2743672.0,53.73018591744559,52.33571039835612
2011-03-07 00:00:00,55.66140798205538,56.20338996158824,54.492279824115734,55.12717056274414,2965195.0,54.22128677368164,52.50398254394531
2011-03-08 00:00:00,55.28976019243809,56.66793941624908,54.9335994745439,56.12595748901367,2911447.0,54.54868698120117,52.65805981953939
2011-03-09 00:00:00,55.76206213077831,57.28735106366633,54.97232097585699,56.36598205566406,3324103.0,54.721236092703684,52.85910873413086
2011-03-10 00:00:00,55.59946785456432,55.59946785456432,53.89610223080867,54.50776672363281,3012539.0,55.01324190412249,53.13913218180338
2011-03-11 00:00:00,54.275483813164094,55.74657182169716,54.198056762001194,55.545265197753906,1774194.0,55.212337493896484,53.31695365905762
2011-03-14 00:00:00,55.011031379783454,55.63043670195665,54.23677194525656,55.018775939941406,1904672.0,55.41585649762835,53.49529088338216
2011-03-15 00:00:00,53.01344368256332,54.19805717442856,52.79665164673778,53.68704605102539,3181444.0,55.47779791695731,53.68369382222493
2011-03-16 00:00:00,53.17603786312823,54.298713484647806,52.04562509962681,52.448238372802734,4618079.0,55.196852002825054,53.842674763997394
2011-03-17 00:00:00,53.3308981499744,53.36186897597083,52.00691573857266,52.46372985839844,3406985.0,54.814147404261995,53.911841837565106
2011-03-18 00:00:00,52.95150312691249,53.710277122400406,51.48815592781464,51.596553802490234,3825920.0,54.29097202845982,53.96294314066569
2011-03-21 00:00:00,52.21596055820159,53.268949967586096,51.88302978317645,52.90504837036133,1713916.0,53.60962513514927,54.00062395731608
2011-03-22 00:00:00,52.88182023339995,52.91279105450154,51.55009718051378,51.75140380859375,2331267.0,53.38066537039621,54.05043449401855
2011-03-23 00:00:00,51.612034687680584,52.80439274484939,50.97714398757887,52.58760070800781,2254412.0,52.83868517194475,54.06359697977702
2011-03-24 00:00:00,53.11409158740394,54.678091909992744,53.106347028477096,54.461299896240234,3307400.0,52.49137442452567,54.12166633605957
2011-03-25 00:00:00,54.87941045628639,55.15814416578408,54.058698449017314,54.306461334228516,2015810.0,52.60198211669922,54.255096435546875
2011-03-28 00:00:00,54.546479081159816,54.546479081159816,53.826420405907164,53.89610290527344,1578415.0,52.86744253976004,54.294067764282225
2011-03-29 00:00:00,53.88836285554587,54.60842530015309,53.14507785464696,54.22903823852539,2022089.0,53.07206726074219,54.28890609741211
2011-03-30 00:00:00,54.73230454880618,56.59052445738457,54.68584830927552,55.93240737915039,3177927.0,53.448136465890066,54.21844902038574
2011-03-31 00:00:00,56.15693263934239,57.0705570557152,55.70786313668731,56.876991271972656,2390290.0,53.8806163242885,54.227224349975586
2011-04-01 00:00:00,57.35702465056987,58.72746296370333,57.047323884984486,58.27064895629883,4054727.0,54.61284310477121,54.2540651957194
2011-04-04 00:00:00,58.735207393577056,59.30816015026667,57.937721753607114,58.38679122924805,2194259.0,55.42470714024135,54.327877553304035
2011-04-05 00:00:00,58.62682118920135,59.48624487726558,58.18549250418396,58.5726203918457,2879549.0,55.985491616385325,54.39962514241537
2011-04-06 00:00:00,58.87457857225191,59.02168441109215,55.762059222441,56.66019821166992,3293461.0,56.59494291033064,54.56092898050944
2011-04-07 00:00:00,56.67568355039255,57.527366306182486,56.3272673717857,57.3802604675293,2119414.0,56.98981366838728,54.70907020568848
2011-04-08 00:00:00,57.589308446417405,57.63576467911547,56.31952700715323,56.84602355957031,1996973.0,57.43998827253069,54.86056658426921
2011-04-11 00:00:00,56.954419667060385,58.448737760732115,56.93119340446033,57.96095657348633,3206434.0,57.57050486973354,54.92483024597168
2011-04-12 00:00:00,57.682225818525566,58.04612744199479,56.8227984222863,57.024105072021484,2711398.0,57.72535705566406,55.04613075256348
