Date,Open,Close,High,Low,Volume,MA7,MA30
2006-01-05 00:00:00,14.335696578832833,14.440433563986975,14.049855785713778,14.37497329711914,10512992.0,13.604108810424805,13.423917293548584
2006-01-06 00:00:00,14.532081554822962,14.772101229934684,14.49716967819296,14.55172061920166,9124895.0,13.720066479274205,13.468430042266846
2006-01-09 00:00:00,14.575719306987276,14.894290999986566,14.475348550629404,14.82883071899414,9635876.0,13.929850033351354,13.508724117279053
2006-01-10 00:00:00,14.815741946797166,15.278324677303324,14.815741946797166,15.164860725402832,15286505.0,14.137451716831752,13.561382865905761
2006-01-11 00:00:00,14.968477267988481,15.433242303660451,14.852832313741233,15.247772216796875,11997988.0,14.411759649004255,13.62320613861084
2006-01-12 00:00:00,15.448516768634995,15.592527705765361,15.060121351757049,15.121216773986816,10323554.0,14.689495631626674,13.710558541615804
2006-01-13 00:00:00,15.044845346733394,15.590343361379382,15.042662919305657,15.56197738647461,8106957.0,14.81605066571917,13.788310368855795
2006-01-17 00:00:00,15.73653746198602,15.856547254320919,15.492154417662121,15.620892524719238,11289858.0,14.978764533996582,13.875808302561442
2006-01-18 00:00:00,15.644893420260876,15.677622855729538,15.332869081022292,15.58816146850586,12654820.0,15.15675299508231,13.951887130737305
2006-01-19 00:00:00,15.705989618489939,15.808544180453152,15.524884407466486,15.786724090576172,12919363.0,15.304815973554339,14.02934783299764
2006-01-20 00:00:00,15.939465488489713,16.170756798092505,15.692899974357767,15.8456392288208,10697737.0,15.441657883780342,14.10673583348592
2006-01-23 00:00:00,15.81727245248714,16.037652987441604,15.71035443100482,15.830364227294922,8775189.0,15.538911955697197,14.187396812438966
2006-01-24 00:00:00,15.710356162612129,16.10966091991746,15.688536070389441,15.89364242553711,9895390.0,15.622139385768346,14.267839495340983
2006-01-25 00:00:00,16.004925196952623,16.168573794299576,15.44851633789604,15.701627731323242,11321039.0,15.732485907418388,14.34362735748291
2006-01-26 00:00:00,16.026748222642112,16.188215817128714,15.537980582722325,15.8194580078125,15142330.0,15.752435956682477,14.418178812662761
2006-01-27 00:00:00,15.941640386617326,16.412949704011872,15.928547220766495,16.373674392700195,11207376.0,15.78080245426723,14.495494111378987
2006-01-30 00:00:00,16.637704263904315,16.971548753795645,16.554787352993976,16.703163146972656,10001006.0,15.89301858629499,14.590846920013428
2006-01-31 00:00:00,16.61370410771571,16.90609088147296,16.519877834744907,16.77298927307129,9499413.0,16.02393845149449,14.68038117090861
2006-02-01 00:00:00,16.779536744409995,16.98027969234164,16.48060405322866,16.56788444519043,11546354.0,16.156417029244558,14.782134977976481
2006-02-02 00:00:00,16.463144388159613,16.69225467720552,15.747450329222568,15.954740524291992,13923219.0,16.261777060372488,14.884979915618896
2006-02-03 00:00:00,15.649265301574312,15.815097786491702,15.398336238643298,15.625264167785645,11736798.0,16.270505360194615,14.970005098978678
2006-02-06 00:00:00,15.771448817417062,16.03765194226432,15.756174615998713,15.965645790100098,10318189.0,16.259596279689244,15.044047737121582
2006-02-07 00:00:00,15.758361678978797,15.764907567881647,15.160494988227502,15.239047050476074,10771836.0,16.280480248587473,15.125726985931397
2006-02-08 00:00:00,15.481243532340008,15.481243532340008,14.804826358192619,15.132124900817871,13428332.0,16.11839062826974,15.178967730204265
2006-02-09 00:00:00,15.241230365854253,15.407061421599503,14.77210039315804,14.815740585327148,11400838.0,15.893956593104772,15.231262906392415
2006-02-10 00:00:00,14.924840305937071,15.012120693992284,14.16114249211208,14.494988441467285,17510478.0,15.61434963771275,15.289013067881266
2006-02-13 00:00:00,14.46661981471081,15.077578233352874,14.46661981471081,14.71536636352539,11868902.0,15.318221637180873,15.326325384775798
2006-02-14 00:00:00,14.364531724590936,14.691246589403393,14.362338565048784,14.588189125061035,13560436.0,15.141168185642787,15.375347423553468
2006-02-15 00:00:00,14.78334119023897,15.127598529855995,14.616694718195957,14.807461738586426,13217100.0,14.9930146081107,15.418166383107502
2006-02-16 00:00:00,14.888592066980683,15.305209656413853,14.886400309658143,15.235042572021484,12260520.0,14.827559743608747,15.437237389882405
2006-02-17 00:00:00,15.557373854724052,15.691129958393258,15.487206764349256,15.596843719482422,11936630.0,14.826987675258092,15.464306131998699
2006-02-21 00:00:00,15.75033612849741,15.960837427341948,15.568340301513672,15.568340301513672,10816429.0,14.893376077924456,15.505035146077473
2006-02-22 00:00:00,15.47624457422919,15.607807524949854,15.338103546086302,15.555181503295898,10389271.0,15.000890323093959,15.538922468821207
2006-02-23 00:00:00,15.555180478734567,15.859970789085612,15.428003856189466,15.609999656677246,9111819.0,15.15234647478376,15.563134161631266
2006-02-24 00:00:00,15.82050206345905,15.93671570014501,15.813923985996682,15.833658218383789,7189271.0,15.280151230948311,15.57797212600708
2006-02-27 00:00:00,15.76568832190879,15.866552669591526,15.623160936591695,15.675786972045898,7818273.0,15.458075387137276,15.597501659393311
2006-02-28 00:00:00,15.645094303681457,15.645094303681457,15.34469009966312,15.480639457702637,8710142.0,15.582121849060059,15.615987332661946
2006-03-01 00:00:00,15.56833664032261,15.897244667133675,15.504747633608558,15.895052909851074,7452137.0,15.61720711844308,15.613276068369547
2006-03-02 00:00:00,15.897242992445106,16.059504530336696,15.816112924637203,15.930134773254395,8890863.0,15.659808431352888,15.622414747873941
2006-03-03 00:00:00,15.776644289594405,16.079240002357817,15.77006621337841,15.862160682678223,8299413.0,15.711493355887276,15.633813858032227
2006-03-06 00:00:00,15.785417929459323,15.785417929459323,15.256971580819556,15.303019523620605,8467058.0,15.755347524370466,15.636328411102294
2006-03-07 00:00:00,15.313979155066434,15.349062693282175,14.928058832417495,15.11444091796875,12258508.0,15.711493219648089,15.618241087595623
2006-03-08 00:00:00,15.01577008065726,15.449928739990717,14.875435911891861,15.246006965637207,9734786.0,15.60874789101737,15.59437697728475
2006-03-09 00:00:00,15.355644117108309,15.49817146039675,15.048663441357299,15.08813190460205,11672758.0,15.547350747244698,15.57278912862142
